pmid	citation_count	title	author_count	journal	relative_citation_ratio	citations_per_year	expected_citations_per_year	field_citation_rate	is_research_article	year
25617558	2	[SNP-19_genotypic_variants_of_CAPN10_gene_and_its_relation_to_diabetes_mellitus_type_2_in_a_population_of_Ciudad_Juarez,_Mexico].	142	Nutr_Hosp	0.310113	0.5	0.5	3.891426	True	2014
